DetailValue,DetailType,Success,source_product_title,source_JobURL
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Amazing Rake RK31010 17"" Green 3-in-1 Ergonomic Pickup Rake with Telescopic Handle",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"True Temper 2913912 30"" Clog Free Poly Leaf Rake",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
Flexrake 1W 48 in Handle 19 in Steel Head Lawn Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
TT 24T STL LEAF RAKE,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
Emsco Group Little Diggers Children's Garden Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Emsco Group 2859 32"" Poly Leaf Rake",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Ames 2915712 30"" Poly Leaf Rake",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
Bond 2060N 7 in To 25 in Adjustable Steel Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Fiskars Leaf Rake, Cushioned Grip",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
True Temper 2604512 22-Tine Steel Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"MintCraft 33273 Lawn/Leaf Rake With Handle, 26 Tine, 48 in Handle",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Corona RK25030 30"" Poly Wide Head Leaf Rake",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Ames 2915806 26"" Poly Leaf Rake With Steel Handle",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Emsco Group 2857 22.5"" Poly Leaf Rake, 48"" Wooden Handle",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
